5 celebrities 100 purchases fixed price,5 celebrities 100 purchases varying price,50 celebrities 1000 purchases fixed price,50 celebrities 1000 purchases varying price,500 celebrities 10000 purchases fixed price,500 celebrities 10000 purchases varying price,5 celebrities 100 exchanges both ways,5 celebrities 100 exchanges 1 way,50 celebrities 1000 exchanges both ways,50 celebrities 1000 exchanges 1 way,500 celebrities 10000 exchanges both ways,500 celebrities 10000 exchanges 1 way,"5 athletes, 100 auctions","50 athletes, 1000 auctions","500 athletes, 10000 auctions"
0.008818769111,0.01659583797,0.08221137646,0.1497984807,0.4539567014,0.6600333881,0.006521236346,0.09885872889,0.003506731331,0.0806290713,0.002808666681,0.04304355272,0.3729666249,3.631163685,10.74025666
0.005113145214,0.007727570613,0.009945351006,0.01093445107,0.07221226853,0.07742688025,0.002677006547,0.05916984219,0.001643718324,0.01306104976,0.0008913869132,0.01166642662,0.14539477,0.0603995084,0.3438100525
0.007714002897,0.01366458697,0.09729075465,0.1919456641,0.2539173295,0.3183913397,0.004391092052,0.08857399632,0.009685252634,0.1418445053,0.002800503473,0.03496094289,0.2799877181,4.770215108,3.54595606
0.002913180885,0.003761843171,0.07149354998,0.1226068269,0.06962250783,0.07446980143,0.002151864911,0.02722526019,0.003229536733,0.06251366199,0.001004671178,0.008913178588,0.04272455883,2.705774752,0.3113726827
0.003515069805,0.004750641378,0.008127420634,0.008787970296,0.8759062476,1.643118002,0.001893053162,0.03271020394,0.001147557884,0.0101845416,0.006269251533,0.08326837035,0.06471836883,0.03920791314,39.53406369
,,0.06260678222,0.101802874,0.79464218,1.426098374,,,0.002662621154,0.06521288001,0.003892899537,0.06071176044,,2.056449191,32.52122682
,,0.09704878354,0.1912334474,0.4550282527,0.6620789635,,,0.008347496131,0.1157733102,0.003925954175,0.05171841438,,4.789004069,10.87742511
,,0.05683214665,0.08913107557,0.5772965742,0.9105679088,,,0.002183617783,0.06413219584,0.003307601794,0.06381907844,,1.673767951,17.39928147
,,0.09090978411,0.1735556726,0.3596809802,0.4890513877,,,0.004805942289,0.07223606812,0.002652552956,0.03610195385,,4.26115965,6.853834964
,,0.09294952989,0.1793456809,0.9737200755,1.921850861,,,0.006550217115,0.06605552858,0.007805129407,0.1169571837,,4.343809917,49.12773946
,,0.0162715553,0.01891919042,0.7712476143,1.366070497,,,0.001907592218,0.02477927387,0.005974638647,0.1166576273,,0.1543646678,30.83418044
,,0.0008898996371,0.0008978188508,0.976764542,1.930833512,,,0.0001880830919,0.003084379103,0.007278929283,0.1344337976,,0.001173461927,49.47680812
,,0.08774616382,0.1647400565,0.03750555714,0.03891222396,,,0.005158821145,0.1339209205,0.0004669238275,0.004769333893,,3.953040216,0.1101094241
,,0.0545272687,0.08425949903,0.4966537243,0.7433186462,,,0.002832370745,0.0494798305,0.004257829345,0.05857735395,,1.530656145,12.94150898
,,0.08521808567,0.1578393069,0.2151616708,0.2614562153,,,0.004879932328,0.1021421149,0.002092037434,0.019670903,,3.815301403,2.572347166
,,0.02472121041,0.03083259285,0.3551130524,0.4812183323,,,0.002771811333,0.02903352099,0.002815597334,0.03455984836,,0.3620546466,6.741792934
,,0.01341284796,0.01521189287,0.2390335276,0.296170555,,,0.001404049675,0.02158305927,0.002842430543,0.02907848722,,0.09794926639,3.16648115
,,0.03342618905,0.04459929019,0.7294697386,1.261595838,,,0.002071815497,0.04135514589,0.005350448596,0.09486472824,,0.5571294908,27.37797291
,,0.09827458771,0.1948535336,0.6062142094,0.9737098771,,,0.00817690322,0.08167115958,0.004010984403,0.03985171896,,4.927180615,19.15398805
,,0.04571725028,0.06661792001,0.06026461858,0.06389644283,,,0.002611567387,0.07307071828,0.0007716597665,0.009459920409,,1.129898513,0.2475155126
,,0.08136515787,0.147568047,0.04191512675,0.0436720046,,,0.005158546564,0.05100800251,0.0007184509655,0.006408125689,,3.293295772,0.1352348825
,,0.05527878294,0.08583622138,0.01553617854,0.01577755138,,,0.003931297782,0.03275718308,0.0004319857269,0.002832325923,,1.591132021,0.02801745917
,,0.0853151374,0.1581018641,0.2966499369,0.384651122,,,0.00609216362,0.07933061763,0.002404484154,0.02956533009,,3.911500006,4.77406572
,,0.005587942366,0.005900193365,0.9535818084,1.862900074,,,0.0007784061434,0.008293613749,0.005597688458,0.08812535533,,0.02315176343,47.02039755
,,0.02498160875,0.03122241651,0.2557439668,0.3211489434,,,0.002788018023,0.03271155151,0.00208154577,0.03241110748,,0.3355207429,3.525607862
,,0.04247765007,0.06052115762,0.03843278767,0.03990986683,,,0.002967296333,0.02982193684,0.0006803323277,0.004729155707,,0.9685064412,0.1123240371
,,0.02891274933,0.03727222007,0.333325917,0.4444320839,,,0.003163821437,0.02682391071,0.00269257303,0.03412930649,,0.4611824833,5.925385928
,,0.04980836218,0.07461709161,0.174879681,0.2054625839,,,0.002645593963,0.04817739247,0.002002264444,0.01459406081,,1.356351772,1.727462329
,,0.01044970145,0.01154166405,0.8951755271,1.696514751,,,0.001081653866,0.008402014276,0.009699293684,0.06060947051,,0.06936128018,41.03818558
,,0.01257972045,0.01416221411,0.9564909796,1.871365974,,,0.001300745751,0.0106734041,0.00693699214,0.07353641156,,0.08920529674,47.56762069
,,0.08845703053,0.166703493,0.3964536164,0.5536290863,,,0.005259956588,0.1032306213,0.00215284377,0.03514646888,,4.080179236,8.294999515
,,0.06563756389,0.1087204618,0.7935122698,1.423173992,,,0.005296209103,0.08416659605,0.00402321559,0.07343117332,,2.257206031,32.69766349
,,0.09699331896,0.1910703582,0.5041038039,0.758224449,,,0.003726624119,0.08785787752,0.003680474658,0.04925617864,,4.884248703,13.38707964
,,0.08038093067,0.1449918708,0.2899054812,0.3739506692,,,0.005027794114,0.04887848941,0.00260220608,0.04693736709,,3.334960808,4.567118958
,,0.07845360338,0.1400032822,0.143270299,0.1637966776,,,0.005941120602,0.07003948485,0.001841705155,0.01986376868,,3.223629268,1.169117402
,,0.04988142343,0.07476298746,0.05314354809,0.05596778479,,,0.004170608141,0.04817339259,0.0008278261768,0.00914097759,,1.290620571,0.1928683655
,,0.07164694636,0.1229797956,0.003620828899,0.003633939301,,,0.002977728781,0.05186853898,6.32E-05,0.00267959262,,2.651165224,0.004205849984
,,0.04022605954,0.05640741819,0.7913756197,1.417650991,,,0.00463394998,0.04107777563,0.006670550362,0.08833402604,,0.8055911814,32.29046804
,,0.08373991398,0.1538636459,0.8223757032,1.4986775,,,0.005615620324,0.08864864025,0.005598140122,0.07437588564,,3.654354313,34.88784011
,,0.01975808921,0.0236619101,0.9793579483,1.938499939,,,0.002311487138,0.02006892669,0.00818583224,0.126184566,,0.2115251591,49.36964316
,,0.009002581883,0.009813046688,0.6335664599,1.034972919,,,0.001049601453,0.01529132688,0.00287922205,0.08435433889,,0.05236295856,21.02885497
,,0.06347159439,0.1037580273,0.01570170958,0.01594825326,,,0.003491623071,0.06457897497,0.0002741819808,0.001870179623,,2.097054522,0.02792069808
,,0.004763668601,0.004990593987,0.5039793649,0.7579745652,,,0.0004921478815,0.008061011513,0.00210296722,0.04719138041,,0.01502299475,13.4142438
,,0.0492504702,0.07350655834,0.691476898,1.169617198,,,0.003695807419,0.0381086753,0.005351861928,0.08071123842,,1.296305342,24.88867266
,,0.08322715899,0.1524947589,0.7112009441,1.217007727,,,0.005747808452,0.09021240376,0.005048793079,0.1012112303,,3.617182217,26.08510076
,,0.07540043205,0.1322526836,0.2208652606,0.2696467239,,,0.005773368009,0.08185658938,0.002306076235,0.02067824358,,3.090071019,2.645310774
,,0.06611820061,0.1098343651,0.6551150731,1.084290832,,,0.005721630092,0.0636538896,0.003417282229,0.07968212968,,2.276523742,22.43954335
,,0.0888838619,0.167887271,0.6377802703,1.044543943,,,0.005320300613,0.09200558252,0.003910692007,0.07117409486,,4.145652681,21.22410581
,,0.03850863116,0.05333777789,0.4594311731,0.6705081759,,,0.002889802955,0.04635356092,0.003086740059,0.05183861304,,0.7843848724,11.18659855
,,0.07263158222,0.1253850496,0.2706123705,0.3438434255,,,0.003395515862,0.1107633,0.002468176024,0.03506980503,,2.762917395,3.968284197
,,,,0.6622199476,1.100755207,,,,,0.005609639267,0.07657776931,,,22.99557845
,,,,0.01629347029,0.01655894747,,,,,0.0003230510501,0.003783315214,,,0.0286422741
,,,,0.5523321271,0.8574029058,,,,,0.003525380582,0.06278776165,,,15.93592021
,,,,0.2261016002,0.2772235337,,,,,0.002967675738,0.01991643616,,,2.800595259
,,,,0.4978317019,0.7456681054,,,,,0.002333840984,0.05457416909,,,13.09464543
,,,,0.7942017937,1.424958283,,,,,0.005304594748,0.07500836049,,,32.58979644
,,,,0.9491088413,1.849916434,,,,,0.00734785408,0.1169365659,,,46.33693164
,,,,0.4922840703,0.7346276761,,,,,0.001884357025,0.03626028486,,,12.74126793
,,,,0.5530622833,0.8589401725,,,,,0.003855643135,0.0582167061,,,15.95055056
,,,,0.768599917,1.35934575,,,,,0.003871653718,0.08301991981,,,30.43940638
,,,,0.5893883612,0.9367670016,,,,,0.003207406989,0.03499438957,,,17.9911536
,,,,0.0979340203,0.1075250926,,,,,0.00132354852,0.007934599008,,,0.569465921
,,,,0.008878109847,0.008956930682,,,,,0.0001703477417,0.002151222414,,,0.01265744744
