purchases,,,,,,exchanges,,,,,,auctions,,
"5 athletes, 100 purchases","5 athletes, 100 purchases, varying price","50 athletes, 1000 purchases","50 athletes, 1000 purchases, varying price","500 athletes, 10000 purchases","500 athletes, 10000 purchases, varying price","5 athletes, 100 exchanges both ways","5 athletes, 100 exchanges one way","50 athletes, 1000 exchanges, both ways","50 athletes, 1000 exchanges, one way","500 athletes, 10000 exchanges, both ways","500 athletes, 10000 exchanges, one way","5 athletes, 100 auctions","50 athletes, 1000 auctions","500 athletes, 10000 auctions"
0.008913375057,0.01685820055,0.08852192473,0.1668832363,0.6821743812,1.147536268,0.001165328794,0.09550572344,0.001794049123,0.111934832,0.002151096872,0.0558395661,0.4163406119,3.983606095,24.21451825
0.00551839773,0.00856366908,0.07117200352,0.1218265444,0.4464709402,0.6458072406,0.0004168097088,0.04484080462,0.0008475318213,0.074279764,0.0005632421688,0.0511770344,0.16479488,2.72636603,10.37993343
0.005065175709,0.007630776205,0.02129492951,0.02582966973,0.5786131122,0.9134062459,0.0001900790466,0.04667126091,0.0006861703956,0.0261691791,0.0006223127601,0.05799395222,0.1267314245,0.2524503494,17.50976199
0.005856526142,0.009286415986,0.06022469512,0.09649483415,0.2572317003,0.323399848,0.0003295212395,0.07254066333,0.001254258199,0.06699195829,0.0005694082028,0.03124478461,0.1683142183,1.862006831,3.593025377
0.006448314513,0.01060639052,0.03992917832,0.05587257114,0.4997594779,0.7495190136,0.0001932015868,0.03029347337,0.0006860219206,0.04103977281,0.0005817751332,0.04957288446,0.2093157987,0.8194674798,13.03845407
,,0.05944432921,0.09478061196,0.6012106629,0.962664924,,,0.000802717021,0.0810229692,0.0006704528713,0.07250081615,,1.825221513,18.95672873
,,0.06617949713,0.1099767555,0.5285481571,0.8079113114,,,0.0007386319184,0.09343602297,0.001591969581,0.06738242649,,2.342093258,14.50522683
,,0.09401817515,0.1824123477,0.3289101524,0.4370920408,,,0.002705370075,0.1121777674,0.0006748003949,0.03873797217,,4.606505592,5.866335423
,,0.0532674174,0.08164159496,0.3180825039,0.4192589832,,,0.0006561307673,0.05632787374,0.0006400897297,0.02863353648,,1.464819873,5.342333988
,,0.08859579674,0.1670879487,0.1437536738,0.1644187925,,,0.001128475167,0.08022803688,0.000272319882,0.0205129961,,4.229806846,1.213468232
,,0.04912530281,0.07325825658,0.4568738543,0.665607573,,,0.0003071601155,0.05316610081,0.0006870682516,0.0385479492,,1.225812286,10.96186815
,,0.001447296106,0.001468242766,0.2157768233,0.2623364607,,,0.0001188237109,0.00345319885,0.0003826146093,0.03548404476,,0.002233823299,2.564185438
,,0.0164027084,0.01909319682,0.7608341191,1.339702676,,,0.0008764801805,0.02208161566,0.0006304611328,0.06494159799,,0.1642948331,30.04998436
,,0.05697564968,0.08943789624,0.01475633007,0.01497407934,,,0.001246538458,0.02909714987,5.19E-05,0.004596938003,,1.68192052,0.026581818
,,0.05189888023,0.07883381793,0.3693385128,0.5057494499,,,0.000624970927,0.04879236677,0.0002252253757,0.0622293158,,1.38578546,7.250701225
,,0.02664148406,0.03373917079,0.7589131639,1.334862354,,,0.0003011502849,0.02710724888,0.00199276939,0.07564946484,,0.3765094881,30.15479436
,,0.09513137731,0.1856311668,0.6207333341,1.006043206,,,0.001957752761,0.09355577617,0.0002203790003,0.06398537114,,4.737290567,19.87423238
,,0.001714088583,0.001743469579,0.3349968583,0.4472197533,,,0.0001259942069,0.003221869847,0.0009526963815,0.02697921036,,0.003519394455,6.034647056
,,0.09296980864,0.1794036618,0.1714981083,0.2009097095,,,0.002289929778,0.1048600143,0.0004973496166,0.02475366339,,4.494990869,1.618957605
,,0.02828686006,0.03628832458,0.3378090921,0.4519240748,,,0.001112461728,0.02746070983,0.0009647459917,0.02266227644,,0.3963427377,6.074769878
,,0.09993777659,0.1998133685,0.8269005512,1.510665073,,,0.002955476409,0.1077816189,0.001763626286,0.07447065555,,5.109718544,35.35329298
,,0.03938468033,0.05489621077,0.591002515,0.9402864878,,,0.000788751397,0.04861489888,0.001714582602,0.06876876015,,0.8330962203,17.95872246
,,0.05390556899,0.08296367267,0.4754798033,0.7015608466,,,0.0009469082973,0.06681515772,0.0005304069749,0.04104109393,,1.509504436,11.9979274
,,0.05070766534,0.07642033859,0.7581345321,1.332902501,,,0.0007055034281,0.06119108644,0.001401835584,0.06444065214,,1.269950784,29.61674204
,,0.06687196182,0.1115905546,0.4070820335,0.5727978155,,,0.0009342351843,0.08015473787,0.001232261139,0.02451148494,,2.420210591,8.793568221
,,0.0307983874,0.04028379406,0.4688480866,0.6886666149,,,0.0006126327356,0.02651926279,0.0009492820911,0.04638853421,,0.5223067214,11.52630422
,,0.08540672655,0.1583498159,0.6485389106,1.069141629,,,0.0007561814157,0.07615211931,0.001766655122,0.06498244125,,3.690923096,21.78388261
,,0.05220532302,0.07945928053,0.4140974928,0.5855742263,,,0.0003949535293,0.04115741115,0.0008174830063,0.04965788786,,1.398772004,9.125597203
,,0.09599079688,0.1881331277,0.4724129719,0.6955869879,,,0.002113260385,0.1225766113,0.0009022061307,0.05155848067,,4.772594267,11.64927891
,,0.04989171869,0.07478355463,0.8865830377,1.67261252,,,0.0004021111922,0.04372414525,0.001805508356,0.08464532955,,1.264796304,40.80754142
,,0.02436737813,0.0303050693,0.9760709614,1.928785483,,,0.0006860032002,0.0193980838,0.003255721618,0.07528244822,,0.3275343107,48.99323763
,,0.04826766824,0.07156534622,0.3194159253,0.4214424586,,,0.0007501701107,0.05092693909,0.0008419929346,0.03404363094,,1.185093357,5.450425289
,,0.06833621314,0.1150345934,0.2375090102,0.2939195401,,,0.0005727740206,0.07498161723,0.0001869121562,0.02109113509,,2.429257034,3.082398049
,,0.09812140088,0.194399494,0.001392434026,0.001394372899,,,0.002916689826,0.08659027861,9.70E-06,0.001911657285,,5.002174201,0.001418289514
,,0.02298569931,0.02826912304,0.4401251765,0.6338353476,,,0.0003483728311,0.02766017591,0.0003683823578,0.0547424417,,0.3044833289,10.12587655
,,0.0541879051,0.0835511957,0.6992212199,1.188131534,,,0.0007191444229,0.04881562122,0.002345904243,0.08513562914,,1.470988426,25.43459135
,,0.0873830156,0.1637409298,0.9104488109,1.739365848,,,0.001742502188,0.0910854895,0.002144156465,0.07134697988,,3.904998802,43.39213232
,,0.01861956851,0.02208645182,0.823164868,1.500765268,,,0.0009546134617,0.01669752515,0.00193958317,0.07247095285,,0.1965579644,35.05900572
,,0.02817915199,0.03611979806,0.5115753026,0.7732845929,,,0.0004750852645,0.03615706037,0.0006832697384,0.05053567885,,0.4283116622,13.74736803
,,0.04351328092,0.06244733709,0.8552648418,1.586742791,,,0.0005261892661,0.04396842456,0.001009638049,0.1085338104,,1.016464494,37.66096114
,,0.01200080943,0.0134410037,0.8762353987,1.644023873,,,0.0004414518965,0.01207992955,0.0008751609302,0.07856608048,,0.08412730227,39.58597397
,,0.08456168051,0.1560684586,0.4987453658,0.7474923057,,,0.001406243224,0.09130362124,0.0001470440144,0.048014111,,3.604472955,12.87274146
,,0.0961760466,0.188674366,0.0487743688,0.05115330785,,,0.002267152757,0.103330408,0.000215717609,0.01159003407,,4.773946185,0.1655551495
,,0.04305390525,0.06159029283,0.2400920638,0.2977362629,,,0.0005710565301,0.04200608374,0.0006427477164,0.02797093432,,0.9349683975,3.119214057
,,0.09912613132,0.1973860304,0.5818260415,0.920347584,,,0.003360445101,0.1113913516,0.0008178230265,0.0638608014,,5.250413664,17.86434958
,,0.07298138315,0.126244206,0.7253214565,1.251412672,,,0.0008572196667,0.1131847177,0.0007782609891,0.06835597406,,2.734375963,27.39186237
,,0.05287553521,0.08083375744,0.8497384074,1.571793768,,,0.0003377933724,0.0880421004,0.0008540697621,0.08111393461,,1.418857503,37.41637945
,,0.09407876874,0.182586916,0.2935728239,0.3797578269,,,0.002398334131,0.07672225362,0.001030353593,0.03083683574,,4.539544241,4.673395422
,,0.02422599878,0.03009498894,0.9578234715,1.875249274,,,0.0005991988086,0.02830857346,0.004271609909,0.07616877609,,0.3274001472,47.48715467
,,0.08847553379,0.1667547346,0.4035077158,0.5663261925,,,0.0004801833476,0.1228608337,0.001607560515,0.06123256303,,3.959454237,8.552744685
,,,,0.760738561,1.339461719,,,,,0.000750947018,0.07715234349,,,29.82301345
,,,,0.1353049517,0.1536123817,,,,,0.0003620373641,0.0107860153,,,1.041888228
,,,,0.4978103871,0.7456255685,,,,,0.0006415762447,0.04992915271,,,13.03087663
,,,,0.5790313443,0.9143086421,,,,,0.0008977243918,0.05626482654,,,17.64269365
,,,,0.6912516432,1.169080478,,,,,0.0008223108851,0.07874148239,,,24.51412783
