5 athletes 100 purchases,50 athletes 1000 purchases,500 athletes 10000 purchases,5 athletes 100 exchanges both way,5 athletes 100 exchanges one way,50 athletes 1000 exchnages both eays,50 athletes 1000 exchanges one way,500 athletes 10000 exchnages both ways,"500 athletes, 10000 exchanges one way",5 athletes 100 auctions,50 athletes 1000 auctions,"500 athletes, 10000 auctions"
,0.002025,0.001987,,,0.01112261132,0.002854819915,0.01553922745,0.006103970275,,0.002845970596,0.005850378905
,0.001985,0.002064,,,0.09273914543,0.08139455145,0.06758775094,0.0582297387,,0.0805406798,0.05904337166
,0.001962,0.001936,,,0.006603903604,0.002161872268,0.005037932327,0.002096745591,,0.002125040282,0.002103187743
,0.00208,0.001961,,,0.01967923306,0.009898425738,0.04188249101,0.03879119983,,0.01008745589,0.03714622225
,0.001997,0.001999,,,0.01475298949,0.004987423558,0.002460747924,0.00202947935,,0.005258489055,0.002037352965
,0.002059,0.002,,,0.02735665782,0.02027450244,0.01669151929,0.006755366541,,0.01973576561,0.006381178308
,0.001951,0.001911,,,0.01525681465,0.004888914876,0.009666126538,0.002649132322,,0.004637099038,0.002734384641
,0.001982,0.002041,,,0.03701145276,0.03346781621,0.02036873052,0.01215906559,,0.03221220498,0.01166304676
,0.002035,0.002007,,,0.05551233178,0.04834759023,0.04020308564,0.03458160624,,0.05111485539,0.03336328326
,0.001953,0.001993,,,0.01460951869,0.004803632107,0.02608626698,0.01905291831,,0.004581223064,0.01918641913
,0.002042,0.001976,,,0.01107061145,0.002837015087,0.06435357066,0.05949136679,,0.002717318785,0.05991966108
,0.002003,0.002058,,,0.09877450367,0.08831273699,0.09665278488,0.08855474037,,0.08578624801,0.08692510503
,0.002024,0.002001,,,0.06557874099,0.06265530165,0.05794330821,0.05067808674,,0.0647402455,0.05297649036
,0.002012,0.001966,,,0.08279111068,0.07573013858,0.05286960297,0.04625370869,,0.06856252703,0.04807539586
,0.001936,0.00198,,,0.02654982799,0.01968448292,0.01370614522,0.00453923486,,0.0198530292,0.004555962691
,0.002055,0.001984,,,0.07062722996,0.05988139296,0.01208530229,0.00356285391,,0.06409155817,0.003681895779
,0.001928,0.002042,,,0.077712614,0.0677149206,0.01361395683,0.004442896444,,0.07027501676,0.004269405257
,0.00204,0.001941,,,0.009678383747,0.002449754025,0.01982881995,0.01089326367,,0.002522433372,0.01081960786
,0.002014,0.002034,,,0.004395158996,0.001983694799,0.00807626885,0.002285186928,,0.001964939125,0.002301704866
,0.001943,0.001999,,,0.04712628805,0.04346710655,0.07450160785,0.06710429828,,0.042866664,0.06416761353
,0.00201,0.001936,,,0.01523805299,0.004799813932,0.0583171411,0.05284451589,,0.004890295697,0.05138107325
,0.001914,0.001969,,,0.01362686743,0.003716923787,0.03003101272,0.02462493927,,0.003735172094,0.02446041017
,0.002006,0.002026,,,0.08311331373,0.07534854746,0.07650562031,0.06920399067,,0.07157202606,0.06792265866
,0.001972,0.002056,,,0.002343983104,0.001986647599,0.04737539581,0.04054658758,,0.001962585242,0.04192447687
,0.002013,0.001934,,,0.06325982825,0.05701086731,0.03651838504,0.03360417819,,0.05733069094,0.03117544644
,0.002004,0.001962,,,0.01378503905,0.004161044253,0.01635954696,0.006612263062,,0.004136168174,0.006407805449
,0.002024,0.00194,,,0.02034502033,0.01166073305,0.01149173058,0.003417098907,,0.01170634984,0.003381201246
,0.001986,0.002079,,,0.01859431019,0.007830018178,0.004980723059,0.002075930209,,0.00757928021,0.002058818437
,,0.001988,,,,,0.02312034251,0.01479496464,,0.03090853702,0.01560530417
,,0.002009,,,,,0.07889335171,0.0731327151,,0.02933187019,0.06762971983
,,0.001982,,,,,0.00552149751,0.002070608266,,0.02816579341,0.002189572373
,,0.001926,,,,,0.0285941517,0.02254591191,,0.02709945346,0.02344099571
,,0.00204,,,,,0.000008473866534,0.002025,,0.02921835199,0.001994
,,0.001959,,,,,0.00623877081,0.002077499953,,0.03090623804,0.002206751024
,,0.001972,,,,,0.01733682022,0.00810883499,,0.02813211044,0.007842676103
,,0.002021,,,,,0.06989960064,0.06283818001,,0.02727184754,0.0641570075
,,0.001988,,,,,0.1009197506,0.0890565239,,0.02764364995,0.0887276663
,,0.001925,,,,,0.01196092185,0.003366873834,,0.03007790812,0.003297887659
,,0.00206,,,,,0.02167881681,0.01293531079,,0.028829271,0.01343417679
,,0.00201,,,,,0.01285387306,0.003897220351,,0.02643984565,0.003986860774
,,0.001958,,,,,0.01485363229,0.005149851917,,0.02703113943,0.005370350612
,,0.002063,,,,,0.05639575291,0.05019609062,,0.0270817057,0.04873246449
,,0.001989,,,,,0.005159158562,0.002050310914,,0.03017130449,0.002067179981
,,0.002055,,,,,0.01464071106,0.004715672398,,0.02892031656,0.004696730138
,,0.001967,,,,,0.04351473218,0.0383447933,,0.02963085944,0.03702780229
,,0.001991,,,,,0.03207127783,0.02544327498,,0.02862165174,0.02464595083
,,0.001999,,,,,0.034834009,0.03167938989,,0.02736691588,0.0323993426
,,0.002004,,,,,0.02965138983,0.02435935202,,0.02980436735,0.02260901981
,,0.001964,,,,,0.02966516568,0.02264463046,,0.02733648893,0.02288232543
,,0.00203,,,,,0.07794149416,0.07097218855,,0.02767034904,0.06644084515
,,0.001954,,,,,0.01151709973,0.003214789199,,0.02800706984,0.003386106518
,,0.001998,,,,,0.02962521388,0.02433839084,,0.02957540703,0.02342142896
,,0.001999,,,,,0.02091163852,0.01301169405,,0.02890383483,0.01298201475
,,0.00193,,,,,0.1213224778,0.100404003,,0.03088037104,0.09703826808
,,0.001968,,,,,0.008693521353,0.002412867104,,0.02830550569,0.00237650568
,,0.002068,,,,,0.01141749065,0.003206803801,,0.0323130317,0.003131948957
,,0.002054,,,,,0.0393713374,0.03497829793,,0.02840658193,0.03621869348
,,0.001949,,,,,0.04363910543,0.03913951929,,0.02974723116,0.03876814233
,,0.001993,,,,,0.02026883947,0.01209189047,,0.0300348703,0.0119302436
,,0.001979,,,,,0.03126135163,0.0242919297,,0.02969522758,0.02554778236
,,0.00197,,,,,0.09406622105,0.08309681969,,0.0283641426,0.08361957877
,,0.002024,,,,,0.07276137196,0.06597445603,,0.0294905565,0.06463843935
,,0.001964,,,,,0.05385998215,0.04925533803,,0.02774936665,0.04962307193
,,0.001882,,,,,0.001473683471,0.002031171624,,0.02947304613,0.002016105513
,,0.001978,,,,,0.0419947237,0.03519834418,,0.02890850978,0.03758003452
,,0.001992,,,,,0.02128765391,0.01384164991,,0.02939344136,0.01355082843
,,0.001941,,,,,0.02986017468,0.0234270954,,0.02777911795,0.02391807579
,,0.001949,,,,,0.06463274889,0.06029071754,,0.02826556483,0.05967936915
,,0.002043,,,,,0.005594665549,0.002070856525,,0.02894662087,0.002066454362
,,0.001946,,,,,0.003903601485,0.002035061252,,0.02790977921,0.00207487259
,,0.002035,,,,,0.006686038295,0.002159458629,,0.02958024269,0.002135669975
,,0.001994,,,,,0.04441333234,0.03904987339,,0.02824072953,0.04074954477
,,0.00198,,,,,0.01358596983,0.004198386335,,0.02872927394,0.004171415092
,,0.002021,,,,,0.01544222303,0.006102390388,,0.02825951384,0.005964402332
,,0.001976,,,,,0.0150713189,0.005298065173,,0.03063350289,0.005349835163
,,0.001958,,,,,0.02544185111,0.01739420297,,0.02831063352,0.01821955904
,,0.001955,,,,,0.00120378106,0.002014543309,,0.02976619425,0.002030540338
,,0.002049,,,,,0.003934128296,0.002090942768,,0.02895100185,0.002033159927
,,0.002099,,,,,0.01699205205,0.007930699016,,0.02914972307,0.008042776767
,,0.002036,,,,,0.007248093057,0.002184677962,,,0.002199214695
,,0.002047,,,,,0.07896026944,0.0726823732,,,0.07347213096
,,0.001997,,,,,0.09310245019,0.0849898789,,,0.08489795571
,,0.00197,,,,,0.005431330577,0.002012983651,,,0.002081155691
,,0.001927,,,,,0.001987526015,0.001995228941,,,0.001971235119
,,0.001979,,,,,0.02076238961,0.01336318637,,,0.01252966283
,,0.002054,,,,,0.01693312141,0.007148495045,,,0.007195663799
,,0.002167,,,,,0.008277413099,0.002395657573,,,0.002304752037
,,0.00206,,,,,0.003083260162,0.002019865703,,,0.002064521765
,,0.002015,,,,,0.01716173407,0.007866336677,,,0.008339380021
,,0.001994,,,,,0.04867847198,0.04479473383,,,0.04609392614
,,0.001957,,,,,0.114003959,0.0971282348,,,0.1006289057
,,0.001957,,,,,0.07904553932,0.07389531229,,,0.07280023894
,,0.001988,,,,,0.02770024803,0.02237490533,,,0.02128551379
,,0.002049,,,,,0.01276189654,0.003870027338,,,0.003731935888
,,0.001977,,,,,0.02670122116,0.01781977927,,,0.01859506525
,,0.001956,,,,,0.02021992981,0.01169566264,,,0.01197936458
,,0.001977,,,,,0.0555452593,0.05026072943,,,0.05209960511
,,0.002013,,,,,0.04299957781,0.03696124435,,,0.03735883515
,,0.002065,,,,,0.08168340174,0.06971264684,,,0.07159272651
,,0.001959,,,,,0.0207975711,0.01274858348,,,0.01223985849
,,0.002025,,,,,0.007208958903,0.002230920398,,,0.002179718479
,,0.002085,,,,,0.05946498543,0.05258269034,,,0.05216020623
,,0.002029,,,,,0.116453995,0.09567157332,,,0.09359448474
,,0.001972,,,,,0.1177341545,0.09858537319,,,0.09969061617
,,0.002016,,,,,0.06473757678,0.05846651851,,,0.0558578009
,,0.002036,,,,,0.01137306572,0.003208064769,,,0.003209878226
,,0.001963,,,,,0.01875275311,0.01063522641,,,0.01035645343
,,0.002008,,,,,0.02269537349,0.01359018827,,,0.01417690787
,,0.001995,,,,,0.07769693232,0.06865006608,,,0.06599531256
,,0.001942,,,,,0.03816717405,0.03289316087,,,0.03319534057
,,0.002074,,,,,0.09805888448,0.08382036189,,,0.0853119326
,,0.002042,,,,,0.001556459733,0.001973466537,,,0.001980474129
,,0.001995,,,,,0.06363144286,0.05788656157,,,0.05822967097
,,0.00202,,,,,0.09141656337,0.07877627382,,,0.08275092643
,,0.002008,,,,,0.02723414558,0.02254511866,,,0.02249053499
,,0.001981,,,,,0.008004545246,0.002339261157,,,0.002317380897
,,0.002038,,,,,0.06015409781,0.05491585456,,,0.05287437905
,,0.002015,,,,,0.02117727079,0.01240970593,,,0.01298476221
,,0.001985,,,,,0.02403670765,0.0157629205,,,0.0158793472
,,0.002028,,,,,0.00883355958,0.002360968614,,,0.002412819613
,,0.002042,,,,,0.02837081648,0.02048782802,,,0.02160650227
,,0.001988,,,,,0.03120108403,0.02564631468,,,0.02543733374
,,0.001987,,,,,0.08639410249,0.07906856045,,,0.07863961274
,,0.001911,,,,,0.07065957144,0.06478219366,,,0.06442667431
,,0.002021,,,,,0.0002422432634,0.002002004538,,,0.001964004466
,,0.002047,,,,,0.01837597073,0.008428793589,,,0.008520530513
,,0.002064,,,,,0.006914545716,0.002157718738,,,0.002246584799
,,0.001937,,,,,0.003138981254,0.001991969572,,,0.002064442591
,,0.00204,,,,,0.004114438159,0.002059282806,,,0.002023169996
,,0.002042,,,,,0.01346916195,0.004446956463,,,0.00454562687
,,0.00197,,,,,0.02617024877,0.01931883467,,,0.01916836368
,,0.001925,,,,,0.004021588764,0.001952395897,,,0.002038760147
,,0.002023,,,,,0.04088816257,0.03528399864,,,0.03567930552
,,0.002001,,,,,0.01782273395,0.008704726847,,,0.008781087461
,,0.002059,,,,,0.04069638226,0.03745365635,,,0.03631000231
,,0.001999,,,,,0.01039438346,0.0028197393,,,0.002845826044
,,0.001984,,,,,0.01465007973,0.005360439969,,,0.005582982177
,,0.00197,,,,,0.02903943154,0.02257805896,,,0.02331096056
,,0.002049,,,,,0.01570113311,0.006251538468,,,0.006111168357
,,0.00207,,,,,0.07488346571,0.06528935542,,,0.06350468237
,,0.00207,,,,,0.01666480929,0.006494007199,,,0.006488763701
,,0.001982,,,,,0.07602186378,0.06723277414,,,0.07227506395
,,0.002021,,,,,0.008761748465,0.002269522662,,,0.002344584125
,,0.002036,,,,,0.01655693244,0.006207815176,,,0.006592621402
,,0.001915,,,,,0.03539302088,0.0319468275,,,0.03054514757
,,0.001956,,,,,0.02408228701,0.01746519167,,,0.01804748522
,,0.002057,,,,,0.005205340596,0.002132308161,,,0.002045455858
,,0.002058,,,,,0.05616051934,0.04905794118,,,0.05120640292
,,0.002019,,,,,0.01753304456,0.008568959402,,,0.009012210398
,,0.00201,,,,,0.06599343358,0.06047132546,,,0.06310968344
,,0.001932,,,,,0.0255330364,0.01824078948,,,0.01776946424
,,0.002043,,,,,0.01565177375,0.006140116109,,,0.006240580139
,,0.002017,,,,,0.0125401907,0.003353107756,,,0.003479733636
,,0.002081,,,,,0.0325949816,0.0278388432,,,0.02755599386
,,0.002041,,,,,0.01579278116,0.006325249365,,,0.006533784648
,,0.00198,,,,,0.004138466613,0.002099026493,,,0.002001729599
,,0.001973,,,,,0.01322535864,0.003864536104,,,0.00391425169
,,0.001983,,,,,0.1131902437,0.1025659508,,,0.1010860086
,,0.002038,,,,,0.02732525152,0.02077592259,,,0.02134261397
,,0.002036,,,,,0.01286171957,0.003505282055,,,0.003506837152
,,0.001946,,,,,0.02499720548,0.0175529958,,,0.01692890166
,,0.002052,,,,,0.02789637369,0.02287111552,,,0.02290694574
,,0.001981,,,,,0.03530129285,0.03048233506,,,0.03153528136
,,0.002004,,,,,0.003520290179,0.002032099165,,,0.001957296788
,,0.001981,,,,,0.06755764101,0.05959640826,,,0.06020021063
,,0.001916,,,,,0.009787055418,0.002631595727,,,0.002586292785
,,0.002075,,,,,0.05870487785,0.05545656167,,,0.05424943233
,,0.001951,,,,,0.02292271946,0.01532963265,,,0.01482542891
,,0.001989,,,,,0.02299082811,0.0164753634,,,0.01632042397
,,0.00203,,,,,0.02621476002,0.01769216926,,,0.01830457725
,,0.002032,,,,,0.1014479722,0.08703119506,,,0.08391716145
,,0.001995,,,,,0.009521149173,0.002430829824,,,0.002448179651
,,0.002017,,,,,0.03222812023,0.02624490614,,,0.02609562922
,,0.001994,,,,,0.001953622307,0.002025634716,,,0.002075738495
,,0.001983,,,,,0.02347741898,0.01616956142,,,0.01635508578
,,0.001923,,,,,0.03048204581,0.02443620538,,,0.02473095749
,,0.002012,,,,,0.04073797663,0.0366093023,,,0.03695626293
,,0.001961,,,,,0.03576419829,0.02992102284,,,0.02959036176
,,0.001991,,,,,0.09759516127,0.08534781357,,,0.08902805977
,,0.00198,,,,,0.01997920727,0.01001148477,,,0.01051158785
,,0.00191,,,,,0.01872408793,0.009235459668,,,0.009141449859
,,0.002057,,,,,0.001282330199,0.001998760008,,,0.001947735567
,,0.001936,,,,,0.01953178074,0.0104398073,,,0.01006103329
,,0.001979,,,,,0.02280531173,0.01620417017,,,0.01603671046
,,0.001996,,,,,0.009713569677,0.002504632295,,,0.002608925396
,,0.002005,,,,,0.007642795965,0.002224532968,,,0.002242385035
,,0.002042,,,,,0.0235464917,0.01644925224,,,0.01621374569
,,0.002035,,,,,0.003438930408,0.001977345832,,,0.0020793712
,,0.002015,,,,,0.05587927244,0.04853968235,,,0.05029697683
,,0.002021,,,,,0.01949582551,0.009368905707,,,0.009890639403
,,0.001966,,,,,0.04064391817,0.03621876556,,,0.03503647916
,,0.002,,,,,0.03838967018,0.03445308046,,,0.03377263524
,,0.001952,,,,,0.05340784734,0.04721147328,,,0.04821624364
,,0.00203,,,,,0.0686588228,0.0637365448,,,0.06488131011
,,0.002026,,,,,0.1135937438,0.09720114964,,,0.09301333118
,,0.001978,,,,,0.1097255663,0.09463637509,,,0.09349789894
,,0.002014,,,,,0.00519286045,0.0020768871,,,0.002043843111
,,0.002042,,,,,0.08100613058,0.07050149495,,,0.0781228532
,,0.00195,,,,,0.01285124009,0.003676998987,,,0.003639156759
,,0.002047,,,,,0.1200692075,0.1001673818,,,0.0985497591
,,0.002042,,,,,0.0702384378,0.06308900164,,,0.06256787532
,,0.002142,,,,,0.06742238,0.06267176472,,,0.06184716537
,,0.002031,,,,,0.02411155264,0.01615447801,,,0.01667282316
,,0.001925,,,,,0.002529894379,0.002130384385,,,0.002026999306
,,0.001972,,,,,0.004969803426,0.002075662938,,,0.001957578738
,,0.002043,,,,,0.01061243091,0.002847658038,,,0.002637145332
,,0.002072,,,,,0.02105327034,0.01279352677,,,0.01333174756
,,0.002,,,,,0.005762831876,0.002095694072,,,0.00213311335
,,0.001915,,,,,0.05520081865,0.0492645372,,,0.0485309993
,,0.001979,,,,,0.01719028586,0.007676422145,,,0.007393169383
,,0.002029,,,,,0.02008033342,0.01208913472,,,0.01130186061
,,0.002026,,,,,0.04087449813,0.03503948579,,,0.0345243038
,,0.001958,,,,,0.0463619386,0.04081989256,,,0.03995689538
,,0.002004,,,,,0.09364318982,0.0838527136,,,0.08080867694
,,0.002038,,,,,0.05801138748,0.05383812123,,,0.05279138156
,,0.002019,,,,,0.007155424885,0.002192596399,,,0.002135708015
,,0.001988,,,,,0.005443457509,0.0020240996,,,0.002153406119
,,0.002011,,,,,0.08587811733,0.07338768638,,,0.07158160058
,,0.002024,,,,,0.01554349039,0.005124589528,,,0.005398687129
,,0.001958,,,,,0.005035793628,0.002088473533,,,0.002023468953
,,0.002001,,,,,0.002964899908,0.002034048041,,,0.001974658819
,,0.002075,,,,,0.06157689966,0.05679749987,,,0.05620974549
,,0.002011,,,,,0.007852895279,0.002318266479,,,0.002340000193
,,0.001944,,,,,0.07974643294,0.06906028217,,,0.0698164239
,,0.001941,,,,,0.07498534312,0.06489417836,,,0.06398137681
,,0.00202,,,,,0.004347793865,0.002009389634,,,0.00197706389
,,0.001984,,,,,0.01241694566,0.003616856406,,,0.003671780441
,,0.001974,,,,,0.01786364474,0.007730711098,,,0.007624720374
,,0.002002,,,,,0.0171140771,0.00795965132,,,0.007686470687
,,0.001987,,,,,0.01971951705,0.01008787606,,,0.009557490324
,,0.002064,,,,,0.1045443945,0.09244733053,,,0.08967420989
,,0.001956,,,,,0.0160140362,0.00627373816,,,0.006356566231
,,0.001971,,,,,0.02801542956,0.02136022343,,,0.02026456103
,,0.00196,,,,,0.07632848081,0.06860384299,,,0.06737987686
,,0.002011,,,,,0.07376469409,0.07024043251,,,0.06565585337
,,0.001955,,,,,0.1156967149,0.09990650376,,,0.09554453854
,,0.001863,,,,,0.008864902324,0.002392840259,,,0.002360480735
,,0.002009,,,,,0.08924398638,0.07458869842,,,0.07386546541
,,0.002046,,,,,0.02704953517,0.01856646132,,,0.01912020727
,,0.001919,,,,,0.01570670052,0.005625607913,,,0.005715506385
,,0.001981,,,,,0.007162507694,0.002174171612,,,0.002221402192
,,0.002001,,,,,0.09892944276,0.08660592475,,,0.08374644853
,,0.00198,,,,,0.001690945387,0.002005748846,,,0.002055835799
,,0.002027,,,,,0.02783869908,0.02169447861,,,0.02135331917
,,0.002051,,,,,0.05482501304,0.04752778529,,,0.04672820045
,,0.002098,,,,,0.09622317922,0.08160357423,,,0.0795251034
,,0.00196,,,,,0.006419203385,0.002091873401,,,0.002160841512
,,0.00201,,,,,0.04104116223,0.03538547387,,,0.03532101533
,,0.00199,,,,,0.04979781076,0.04494586848,,,0.04494013301
,,0.002004,,,,,0.003077417978,0.002044608445,,,0.001980401537
,,0.00199,,,,,0.01750958294,0.009272944955,,,0.00858653002
,,0.001959,,,,,0.00284641283,0.001925916388,,,0.002064725063
,,0.001945,,,,,0.0442231406,0.03907943042,,,0.03805982198
,,0.001926,,,,,0.002883743108,0.001982235532,,,0.002012116051
,,0.002006,,,,,0.01275628472,0.003477936554,,,0.003535273704
,,0.002005,,,,,0.01307999583,0.003828292911,,,0.00379198383
,,0.001988,,,,,0.06068691556,0.05171425558,,,0.05309211204
,,0.002051,,,,,0.115541421,0.09986203561,,,0.09796690755
,,0.002061,,,,,0.03196640209,0.02655982717,,,0.02698221287
,,0.001964,,,,,0.02944482183,0.02326945916,,,0.02304752434
,,0.001997,,,,,0.01801824133,0.008573549139,,,0.008806767914
,,0.001979,,,,,0.06124741017,0.05579300384,,,0.05444346009
,,0.001986,,,,,0.003126709525,0.001946176976,,,0.001976292925
,,0.001991,,,,,0.002372564932,0.002079030456,,,0.001991752361
,,0.002065,,,,,0.008129282076,0.002321228088,,,0.002348222208
,,0.002023,,,,,0.06422756203,0.05931465037,,,0.05856649995
,,0.001871,,,,,0.01293502966,0.00366469541,,,0.003501531748
,,0.00196,,,,,0.02952442183,0.02419162461,,,0.02331431449
,,0.002017,,,,,0.01804533165,0.008087065213,,,0.008484427722
,,0.001932,,,,,0.05635996046,0.05298862998,,,0.05062184666
,,0.00197,,,,,0.05138459261,0.04564298741,,,0.04771092438
,,0.002025,,,,,0.03458632938,0.02880630924,,,0.0296268463
,,0.001965,,,,,0.004479144363,0.002054784862,,,0.0020953683
,,0.001947,,,,,0.01828179299,0.009582692936,,,0.009457288481
,,0.00205,,,,,0.009402039147,0.002555521766,,,0.002524706975
,,0.001976,,,,,0.002686003472,0.001971063752,,,0.001937220048
,,0.002022,,,,,0.01127903312,0.003109337269,,,0.003039954267
,,0.001971,,,,,0.09305837692,0.07681934006,,,0.08072039365
,,0.001901,,,,,0.1004187575,0.08746111722,,,0.09000000996
,,0.002005,,,,,0.01934728129,0.0113283073,,,0.01123844126
,,0.002025,,,,,0.01682565553,0.006833141445,,,0.006733367515
,,0.001976,,,,,0.02534836688,0.01793618269,,,0.01798369143
,,0.002026,,,,,0.1131107316,0.09653482947,,,0.09279221626
,,0.002,,,,,0.03583785346,0.0321010712,,,0.03103160217
,,0.00203,,,,,0.1019048422,0.08697752349,,,0.08530380619
,,0.001953,,,,,0.03129434611,0.02565864784,,,0.02609044577
,,0.002004,,,,,0.01869359926,0.009676947446,,,0.009728332555
,,0.002043,,,,,0.01680835498,0.006830240083,,,0.006857536069
,,0.001999,,,,,0.02168267735,0.01383585042,,,0.01378194756
,,0.002112,,,,,0.004911413003,0.001998360875,,,0.002028704968
,,0.001977,,,,,0.0225972919,0.01481393926,,,0.01404122438
,,0.001905,,,,,0.0007303242871,0.001981128965,,,0.002027132174
,,0.002055,,,,,0.01184705688,0.00320690188,,,0.00333921208
,,0.001978,,,,,0.009691378819,0.002672196076,,,0.002492719693
,,0.002003,,,,,0.01350134471,0.004621271503,,,0.004773824552
,,0.002079,,,,,0.0002282499049,0.002043003787,,,0.00200400369
,,0.002055,,,,,0.01447981279,0.004770988581,,,0.004605004253
,,0.002018,,,,,0.0174032123,0.007899968041,,,0.007833924674
,,0.001972,,,,,0.03500443901,0.03063933095,,,0.0308819217
,,0.001989,,,,,0.00842237509,0.002368023905,,,0.002412806508
,,0.001923,,,,,0.03620403854,0.02975217501,,,0.03069793925
,,0.002028,,,,,0.02310056502,0.01572905554,,,0.01494888544
,,0.0021,,,,,0.009249792544,0.002457530547,,,0.002447251497
,,0.002073,,,,,0.06879731893,0.05947895813,,,0.05911127896
,,0.001964,,,,,0.03029552044,0.02394484541,,,0.02324224638
,,0.001986,,,,,0.005226774433,0.002108187215,,,0.002131021041
,,0.002111,,,,,0.01185807109,0.003455158317,,,0.003555526874
,,0.002003,,,,,0.01508559876,0.004919169536,,,0.004867960705
,,0.00201,,,,,0.01004145891,0.002672427919,,,0.00264230301
,,0.002053,,,,,0.07291157487,0.06600009305,,,0.06369736224
,,0.002074,,,,,0.004246240027,0.002077372763,,,0.001996012392
,,0.002006,,,,,0.003482512733,0.001964975989,,,0.002121724753
,,0.001982,,,,,0.06748452955,0.05876606137,,,0.05603268037
,,0.002003,,,,,0.019903095,0.01100285268,,,0.0104327347
,,0.001955,,,,,0.01497832684,0.005202505099,,,0.005034668041
,,0.001972,,,,,0.1202108021,0.1019474677,,,0.09776992775
,,0.001975,,,,,0.01319190283,0.00364742454,,,0.003725138919
,,0.002033,,,,,0.02651592945,0.01898315933,,,0.01928340358
,,0.001954,,,,,0.08130738121,0.07007629925,,,0.07112611843
,,0.001998,,,,,0.02827655502,0.02231378239,,,0.02083180162
,,0.001932,,,,,0.02814347534,0.02168501207,,,0.02250749634
,,0.001981,,,,,0.001707990216,0.001969876699,,,0.002042936937
,,0.00203,,,,,0.07079270309,0.06461469623,,,0.06287040236
,,0.002021,,,,,0.03298505107,0.02622221544,,,0.02625910851
,,0.002007,,,,,0.01358814003,0.003918920886,,,0.004006664395
,,0.002049,,,,,0.07675206221,0.06831155864,,,0.07043574152
,,0.002031,,,,,0.03276238616,0.02768393055,,,0.0272608664
,,0.002085,,,,,0.0173865528,0.007864259562,,,0.007411318685
,,0.001977,,,,,0.002648614152,0.002016209637,,,0.001972018227
,,0.002053,,,,,0.01950513523,0.01032272595,,,0.01069406109
,,0.002035,,,,,0.06229285628,0.05359213289,,,0.05518223416
,,0.002027,,,,,0.07090732779,0.06390276622,,,0.06472803744
,,0.001953,,,,,0.04957173316,0.04406731471,,,0.0439847553
,,0.002045,,,,,0.01324185871,0.003889236243,,,0.003999560011
,,0.002059,,,,,0.005799783428,0.002032185119,,,0.00204219565
